longitude,latitude,country,admin_1,admin_2,admin_3,admin_4
135.98333,33.73333,日本,和歌山县,新宮市,,Aisuji 2-chome
139.36931,35.44272,日本,神奈川縣,厚木市,,Atsugicho
135.00687,34.65524,日本,兵库县,神户市,,
139.57812,35.29483,日本,神奈川縣,逗子市,,逗子五丁目
133.77791,34.22699,日本,香川县,善通寺市,善通寺町6丁目,Zentsujicho 6-chome
139.39101,35.4879,日本,神奈川縣,座間市,,Zama 1-chome
131.23039,25.83158,日本,冲绳县 / 沖繩縣,南大东村,,Zaisho
138.81331,36.93804,日本,新潟县,湯澤町,,Yuzawa 3-chome
139.92909,39.01573,日本,山形县,遊佐町,,小原田
131.05477,32.32872,日本,熊本县,水上村,,
132.91667,33.38333,日本,高知县,梼原町,,Kawaguchi
133.75,35.48333,日本,鳥取縣,Hokuei,,
137.23333,35.8,日本,岐阜县,下呂市,,Koden
136.19614,35.79324,日本,Fukui Prefecture,南越前町,,八乙女
130.98333,32.28333,日本,熊本县,汤前町,,Shimosomeda
130.983,33.72873,日本,福冈县,行桥市,,中央二丁目
139.88333,36.3,日本,茨城县,Yuki,,
139.06667,35.15,日本,神奈川县,湯河原町,,
130.47942,30.2347,日本,鹿儿岛县,屋久岛町,,Yudomari
135.18041,34.03686,日本,和歌山县,Yuasa,,
135.1,35.53333,日本,京都府,與謝野町,,Yotsutsuji
135.85768,34.39611,日本,奈良縣,吉野町,,Kamiichi
133.13333,33.31667,日本,高知县,中土佐町,,Onomi-Tsuganokawayama
139.84184,35.89232,日本,埼玉县,越谷市,,
138.98333,36.25,日本,群马县,高崎市,,吉井町高
138.88333,37.68333,日本,新潟县,燕市,,
139.19429,36.11567,日本,埼玉县,Yorii,,
134.35,33.96667,日本,德岛县,神山町,,Jinryo
139.63333,35.88333,日本,埼玉县,Saitama,,
123,24.46667,日本,冲绳县 / 沖繩縣,与那国町 / 與那國町,,Sonai
133.33333,35.43333,日本,鳥取縣,米子市,,
127.75267,26.20437,日本,冲绳县 / 沖繩縣,与那原町,,Yonabaru
139.38333,35.75,日本,東京都,武藏村山市,,
139.66722,35.28361,日本,神奈川县,橫須賀市,,
134.48333,33.93333,日本,德岛县,胜浦町,,Mitani
139.65,35.43333,日本,神奈川县,横滨市,,
136.61667,34.96667,日本,三重县,四日市市,,安島一丁目
131.32808,33.53537,日本,大分,宇佐市,,
136.19768,35.11626,日本,滋贺县,東近江市,,
135.7027,34.87009,日本,京都府,八幡市,,Yawata-Kamihara
130.59952,32.50439,日本,熊本县,八代市,,Honmachi 1-chome
137.13333,36.56667,日本,富山县,富山,,
133.24224,35.42146,日本,岛根县,安來市,,
133.98501,33.43563,日本,高知县,Yasuda,,
134.96667,34.91667,日本,兵库县,加東市,,
139.83905,35.82255,日本,埼玉县,八潮市,,Chuo 2-chome
137.15,35.46667,日本,岐阜县,八百津町,,Nishikori
135.6,34.61667,日本,大阪府,八尾市,,
134.11267,33.62066,日本,高知县,马路村,,
139.72167,37.52416,日本,福岛县,柳津町,,Yanaizu
132.11667,33.96667,日本,山口县,柳井市,,
130.4,33.16667,日本,福冈县,柳川市,,
135.75,34.51667,日本,奈良县,大和高田市,,
129.39413,28.36077,日本,鹿儿岛县,大和村,,Yamatohama
133.70284,33.56554,日本,高知县,Konan,,
134.55,35,日本,兵库县,宍粟市,,
139.07975,35.36344,日本,神奈川县,Yamakita,,
131.46667,34.18333,日本,山口县,山口市,,Takimachi
130.68911,33.01667,日本,熊本縣,山鹿市,,
133.68333,33.6,日本,高知县,香美市,,
133.59237,34.62849,日本,冈山县,矢掛町,,Yakage
138.31952,34.86877,日本,静岡县,燒津市,,
139.93333,36.8,日本,栃木縣,矢板市,,Tomita
138.83333,37.7,日本,新潟县,Yahiko,,
132.53333,34.68333,日本,広島县,Kitahiroshima,,
134.77118,35.40304,日本,兵库县/兵庫縣,養父市,,Yokacho-Shimonanba
133.68333,35.5,日本,鳥取縣,Kotoura,,
132.21667,34.2,日本,山口县,和木町,,Seta 3-chome
134.15,34.06667,日本,德岛县,美馬市,,
134.14264,34.81156,日本,冈山县,和氣町,,
134.4,35.33333,日本,鸟取县,若櫻町,,Wakasa
136.89912,37.40458,日本,石川縣,輪島市,,
133.81144,33.52205,日本,高知县,芸西村,,
128.65,27.38333,日本,鹿儿岛县,和泊町,,Furusato
134.86667,35.31667,日本,兵库县/兵庫縣,朝來市,,Wadayamacho-Hiji
132.51267,33.36451,日本,爱媛县,西予市,,宇和町卯之町三丁目
139.88333,36.56667,日本,栃木縣,宇都宮市,,塙田一丁目
130.66667,32.68333,日本,熊本县,宇土市,,Shinmatsuwaramachi
133.81667,34.3,日本,香川县,丸龜市,,
131.80401,33.12342,日本,大分县,臼杵市,,Usuki
130.02171,32.20142,日本,熊本县,天草市,,
137.15219,37.30791,日本,石川县,能登町,,Oura
130.00292,33.11358,日本,佐贺县,嬉野市,,
139.90055,35.65879,日本,千叶县,浦安市,,
137.4,36.8,日本,富山縣,魚津市,,慶野
138.5,36,日本,长野县,南牧村,,
130.51009,33.56826,日本,福冈县,宇美町,,Umi 5-chome
130.38333,31.66667,日本,鹿儿岛县,日置市,,
129.23333,28.3,日本,鹿儿岛县,宇检村,,Uken
139.96667,36.68333,日本,栃木縣,櫻市,,Ujiie
135.80325,34.89044,日本,京都府,宇治市,,Uji
139.11667,35.61667,日本,山梨县,上野原市,,Matsudome
136.13108,34.75856,日本,三重县,伊賀市,,
139.77352,35.70524,日本,,臺東區,,Ueno 3-chome
130.68898,32.89964,日本,熊本縣,熊本市,,
138.28161,36.40265,日本,長野县,上田市,,
136.01113,33.737,日本,三重县,紀寶町,,Udono
131.25111,33.94306,日本,山口县,宇部市,,
133.99885,35.05215,日本,岡山縣,津山市,,
131.76667,34.46667,日本,岛根县,津和野町,,Ushiroda
136.71667,35.16667,日本,爱知县,津島市,,江川町二丁目
131.69165,33.24528,日本,大分县,大分市,,北鶴崎一丁目
139.82167,38.72167,日本,山形县,鶴岡市,,本町三丁目
136.63333,36.45,日本,石川縣,白山市,,
136.06331,35.653,日本,福井縣,敦賀市,,
130.48333,31.95,日本,鹿儿岛县,萨摩町,,
131.56667,32.25,日本,宮崎縣,Tsuno,,
130.47617,32.23616,日本,熊本县,津奈木町,,Tsunagi
131.4,32.1,日本,宫崎县,西都市,,Seiryocho 2-chome
131.86907,33.07539,日本,大分,Tsukumi,,
138.98632,36.68818,日本,群馬縣,Minakami,,
139.77004,35.66487,日本,,中央區,Tsukiji,Tsukiji 4
131.15628,33.27668,日本,大分县,玖珠町,,Tsukawaki
131.33333,32.51667,日本,宫崎县,诸冢村,,Takinoshita
131.03776,33.67307,日本,福冈县,筑上町,,大字東築城
139.45826,37.68105,日本,新潟县,Aga,,
136.7403,36.67012,日本,石川縣,Tsubata,,
138.92518,37.6645,日本,新潟县,燕市,,仲町
136.51667,34.73333,日本,三重县,津市,,
137.15,35.08333,日本,愛知县,丰田市,,
139.79163,35.65087,日本,,江東區,,Toyosu 6-chome
137.90108,36.29991,日本,长野县,安曇野市,,
138.4463,36.92115,日本,长野县,野澤溫泉村,,Toyosato
134.82038,35.54008,日本,兵库县/兵庫縣,豐岡市,,Kyomachi
135.46932,34.78244,日本,大阪府,吹田市,,
137.4,34.81667,日本,爱知县,豐川市,,下長山町
137.38333,34.76667,日本,爱知县,豐橋市,,二丁目
136.93425,34.70933,日本,愛知县,Minamichita,,
139.38333,35.65,日本,東京都,八王子市,,
136.66667,35.01667,日本,三重县,Kawagoe,,
137.21667,36.7,日本,富山縣,富山市,,Sakuramachi 1-chome
134.23333,35.5,日本,鸟取县,鳥取市,,Wakasamachi
130.51667,33.36667,日本,佐贺县,鸟栖市,,秋葉町一丁目
135.80133,34.44505,日本,奈良县,Takatori,,
139.7442,35.66821,日本,,港區,Azabu,Roppongi 1-chome
134.17017,34.48047,日本,香川县,Tonosho,,
135.60211,34.50065,日本,大阪府,富田林市,,
134.35957,33.59043,日本,德岛县,Kaiyo,,
138.89813,36.25411,日本,群馬縣,富岡市,,
130.0359,32.51857,日本,熊本县,苓北町,,Tomioka
127.68192,26.18583,日本,冲绳县 / 沖繩縣,丰见城市,,Tomigusuku
139.69171,35.6895,日本,,新宿区/新宿區,,Nishi Shinjuku 2
131.81667,34.05,日本,山口县,周南市,,舞車町
134.56667,34.06667,日本,德岛县,德岛市,,Shinminamifukushima 1-chome
139.46903,35.79916,日本,埼玉县,所澤市,,Namiki 1-Chome
136.85,34.88333,日本,愛知县,常滑市,,
135.13333,33.93333,日本,和歌山县,日高町,,
137.18333,35.35,日本,岐阜县,土岐市,,土岐口北町二丁目
127.3634,26.19808,日本,冲绳县 / 沖繩縣,渡嘉敷村,,Tokashiki
138.76667,37.13333,日本,新潟县,十日町市,,
130.83333,32.4,日本,熊本县,五木村,,松本
138.79995,34.90169,日本,静冈县/靜岡縣,伊豆市,,
132.23333,34.56667,日本,广岛县,安藝太田町,,
129.85,32.83333,日本,长崎县,长崎市,,
138.99513,37.47642,日本,新潟县,Nagaoka,,
139.73333,36.38333,日本,栃木縣,栃木市,,
136.84186,34.4833,日本,三重县,鳥羽市,,
135.83333,34.58333,日本,奈良县,天理市,,
139.75118,35.62271,日本,,品川區,Higashi shinagawa,Higashi shinagawa 2
139.96667,39.9,日本,秋田县,潟上市,,Tenno
133.36492,35.37599,日本,鸟取县,南部町,,Maruyama
135.79297,34.5542,日本,奈良县,Tawaramoto,,
137.99721,35.98426,日本,长野县,辰野町,,
134.552,34.86437,日本,兵库县/兵庫縣,龍野市,,Tatsunocho-Higai
139.1,36.68333,日本,群马县,川場村,,Tatsuiwa
129.6,28.45,日本,鹿儿岛县,龙乡町,,Tatsugo
139.86667,34.98333,日本,千叶县,館山市,,
139.53333,36.25,日本,群马县,館林市,,Nishihoncho
130.7,31.48333,日本,鹿儿岛县,垂水市,,
136.53333,35.36667,日本,岐阜县,垂井町,,
130.93333,32.26667,日本,熊本县,多良木町,,
130.17838,33.02435,日本,佐贺县,Tara,,
130.68333,33.35,日本,福冈县,久留米市,,田主丸町豊城
139.58333,36.36667,日本,栃木縣,佐野市,,
134.01667,33.41667,日本,高知县,奈半利町,,
139.5383,35.72526,日本,東京都,Nishi-Tokyo-shi,,
139.53813,35.72922,日本,,西東京市,,Tanashicho 4-chome
135.76604,34.82242,日本,京都府,京田邊市,,
135.36667,33.73333,日本,和歌山县,Tanabe,,
136.63333,34.48333,日本,三重县,Tamaki,,
133.94574,34.51745,日本,冈山县,玉野市,,Tai 3-chome
130.57446,32.94716,日本,熊本縣,玉名市,,
139.11667,36.3,日本,群马县,玉村町,,大字下新田
133.92296,34.24643,日本,香川县,Ayagawa,,
136.91667,34.85,日本,爱知县,武豐町,,Nishitazaki
130.02084,33.19009,日本,佐贺县,武雄市,,
132.91667,34.33833,日本,広島县,竹原市,,
136.16687,35.90393,日本,福井縣,越前市,,
131.4,32.96667,日本,大分县,竹田市,,Taketa
137.25,36.13333,日本,岐阜县,高山市,,
135.61678,34.84833,日本,大阪府,高槻市,,
139.01667,36.33333,日本,群馬縣,高崎市,,
139.4,36,日本,埼玉县,坂戶市,,
135.35697,34.79936,日本,兵库县,伊丹市,,
137.01667,36.75,日本,富山县,高岡市,,
130.18333,32.2,日本,鹿儿岛县,长岛町,,
138.48301,36.16518,日本,长野县,佐久穗町,,大字高野町
139.73423,35.63212,日本,,港區,Shinagawa,Takanawa 3-chome
131.5,32.13333,日本,宮崎縣,Takanabe,,
131.12704,32.81959,日本,熊本县,高森町,,Takamori
134.05,34.33333,日本,香川县,高松市,,
131.48333,32.16667,日本,宫崎县,川南町,,
135.43333,34.51667,日本,大阪府,堺市,,
135.81667,33.53333,日本,和歌山县,古座川町,,Takaike
133.61667,34.78333,日本,冈山县,高梁市,,Shimodanicho
131.01667,31.91667,日本,宫崎县,高原町,,
135.54983,35.49003,日本,福井縣,Takahama,,
136.98333,34.91667,日本,愛知县,高濱市,,
136.56667,35.3,日本,岐阜县,Yoro,,
131.44506,33.5567,日本,大分县,豊後高田市,,Korenagamachi
134.534,34.12828,日本,德岛县,Kitajima,,
137.13333,35.31667,日本,岐阜县,多治見市,,
137.33333,35.63333,日本,岐阜县,東白川村,,
128.15117,26.63149,日本,冲绳县 / 沖繩縣,东村,,Taira
135.95,33.58333,日本,和歌山县,Taiji,,
137.26736,34.66799,日本,愛知县,田原市,,
130.8,33.63333,日本,福冈县,田川市,,
136.28626,35.22634,日本,滋贺县,Taga,,
133.75,34.275,日本,香川县,Tadotsu,,
135.39898,34.48735,日本,大阪府,岸和田市,,
139.31667,37.35,日本,福岛县,只見町,,Tadami
130.61667,33.4,日本,福冈县,朝倉市,,
132.06667,33.95,日本,山口县,平生町,,
139.75764,35.73571,日本,東京都,东京,Kita,
136.58333,34.88333,日本,三重县,鈴鹿市,,神戸一丁目
138.31667,36.65,日本,長野县,須坂市,,
138.11308,36.03799,日本,長野县,諏訪市,,
135.5,33.55,日本,和歌山县,Susami,,
133.29128,33.39471,日本,高知县,須崎市,,
134.88911,34.34322,日本,兵库县,洲本市,,
138.25,34.75,日本,静岡县,Yoshida,,
132.73333,32.93333,日本,高知县,宿毛市,,Chuo 8-chome
135.51567,34.76143,日本,大阪府,吹田市,,
139.23039,37.84608,日本,新潟县,阿賀野市,,
139.72636,36.03107,日本,埼玉县,Sugito,,
135.97298,35.65604,日本,Fukui Prefecture,美濱町,,Sugahama
131.01667,31.65,日本,鹿儿岛县,曾於市,,
129.91964,33.03689,日本,长崎县,东彼杵町,,Sonogisyukugo
139.79957,35.83643,日本,埼玉县,八潮市,,
133.75091,34.67534,日本,冈山县,總社市,,Soja 2-chome
130.85403,33.57177,日本,福冈县,添田町,,大字庄
136.71667,35.25,日本,愛知县,稻澤市,,
129.89051,33.13585,日本,长崎县,Hasami,,
133.31667,35.16667,日本,鸟取县,日南町,,Shoyama
139.6,36.06667,日本,埼玉县,久喜市,,
133.01667,34.85,日本,広島县,庄原市,,
138.38333,34.98333,日本,静岡县,靜岡市,,
136.05145,33.8305,日本,三重县,御濱町,,Shimoichigi
137.56667,35.1,日本,爱知县,設樂町,,Taguchi
139.02199,37.76354,日本,新潟县,新潟市,,
139.66034,36.01839,日本,埼玉县,白岡市,,
134.71667,34.78333,日本,兵库县,姬路市,,
135.35,33.68333,日本,和歌山县,白濱町,,
123.74836,24.36097,日本,冲绳县 / 沖繩縣,竹富町,,Shirahama
138.84867,37.03757,日本,新潟县,南魚沼市,,
137.96667,36.1,日本,長野县,鹽尻市,,
137.5,34.9,日本,爱知县,新城市,,字下川
133.56667,35.16667,日本,冈山县,新莊村,,茅見
133.27297,34.55543,日本,広島县,Fukuyama,,
130.4313,33.71399,日本,福冈县,福岡市,,
133.96386,34.92427,日本,冈山县,久米南町,,Shimoyuge
139.96667,36.18333,日本,茨城县,下妻市,,本城町二丁目
138.08201,36.0713,日本,長野县,Shimosuwa,,
139.55984,38.09131,日本,新潟县,關川村,,
130.93713,33.95548,日本,山口县,下关市,,
138.78333,36.21667,日本,群馬縣,Shimonita,,
135.96602,34.03729,日本,奈良縣,下北山村,,Shimoikehara
135.78766,34.37089,日本,奈良县,Shimoichi,,
133.81175,34.86223,日本,冈山县,吉備中央町,,Shimogamo
139.98333,36.3,日本,茨城县,筑西市,,Shimookazaki 3-chome
138.94456,34.67652,日本,静岡县,下田市,,
132.98635,32.94584,日本,高知县,四萬十市,,
135.7871,34.38617,日本,奈良县,Oyodo,,
135.1501,34.2152,日本,和歌山县,和歌山市,,Minato
137.07576,36.77957,日本,富山县,射水市,,
129.33067,28.13692,日本,鹿儿岛县,濑户内町,,Seisui
138.18333,34.81667,日本,静冈县/靜岡縣,島田市,,Makinohara
130.36667,32.78333,日本,长崎县,岛原市,,寺町
136.83333,34.33333,日本,三重县,志摩市,,
139.21823,34.32713,日本,東京都,Niijima,,
139.58333,35.83333,日本,埼玉县,志木市,,Honcho 2-chome
131.05797,33.65341,日本,福冈县,筑上町,,大字椎田
134.17333,34.32333,日本,香川县,赞岐市,,
134.40556,34.11945,日本,德岛县,上板町,,Shichijo
131.10114,31.476,日本,鹿儿岛县,志布志市,,
139,36.48333,日本,群馬縣,澀川市,,
139.33333,37.95,日本,新潟县,新發田市,,大手町四丁目
139.75547,35.65545,日本,東京都,东京,Minato,
135.59512,34.77819,日本,大阪府,攝津市,,Torikai-naka 1-chome
137.1,35.23333,日本,愛知县,瀨戶,,
130.46548,33.14858,日本,福冈县,三山市,,
139.65383,35.6551,日本,,世田谷區,,Umegaoka 1-chome
139.80261,35.74888,日本,,足立區,Senju,Senju 1-chome
130.3,31.81667,日本,鹿儿岛县,薩摩川內市,,
136.91667,35.48333,日本,岐阜县,关市,,
130.54258,33.06336,日本,熊本縣,Nankan,,
136.46667,35.36667,日本,岐阜县,關原町,,大字関ケ原
134.35896,35.00268,日本,兵库县/兵庫縣,佐用町,,秀谷
136.40723,34.39579,日本,三重县,Odai,,
139.72615,36.07254,日本,埼玉县,幸手市,,
135.11896,33.9603,日本,和歌山县,Yura,,
130.50376,32.30173,日本,熊本县,芦北町,,Sashiki
129.72502,33.16834,日本,长崎县,佐世保市,,
135.21667,35.06667,日本,兵库县,篠山市,,
130.55105,33.61561,日本,福冈县,篠栗町,,
130.16667,33.21667,日本,佐贺县,Kohoku,,
139.58333,36.31667,日本,栃木縣,佐野市,,
138.95,37.61667,日本,新潟县,三條市,,
131.20833,32.68176,日本,熊本县,山都町,,Takigami
135.22694,34.88444,日本,兵库县,三田市,,
135.85,34.5,日本,奈良县,櫻井市,,
138.48333,36.21667,日本,長野县,佐久市,,
133.28478,33.50744,日本,高知县,Sakawa,,
139.855,38.91667,日本,山形县,酒田市,,新橋二丁目
138.18333,36.46667,日本,長野县,Sakaki,,
133.23094,35.53774,日本,鳥取縣,境港市,,
133.8356,34.32278,日本,香川县,坂出市,,
139.25,36.26667,日本,群馬縣,Isesaki,,
139.8,36.1,日本,茨城县,境町,,
133.9117,34.95535,日本,岡山縣,Misaki,,
135.46653,34.58216,日本,大阪府,堺市,Sakai Ward,Sakaebashi-cho 2-cho
139.38889,35.95694,日本,埼玉县,坂戶市,,
132.51667,34.33333,日本,広島县,Saka,,
138.54044,36.52239,日本,群马县,嬬戀村,,Saikubo
136.63333,34.53333,日本,三重县,明和町,,大字上野
131.9,32.95,日本,大分县,佐伯市,,Nakanoshima 3-chome
133.11667,34.93333,日本,広島县,庄原市,,
138.20461,34.68503,日本,静岡县,Sagara,,
130.3,33.23333,日本,佐贺县,佐賀市,,
134.07063,34.03167,日本,德岛县,Tsurugi,,
136.18498,35.94647,日本,Fukui Prefecture,鯖江市,,Honmachi 2-chome
138.5,35.65,日本,山梨县,南阿爾卑斯市,,
139.41667,36.28333,日本,群马县,太田市,,Ryūmaicho
138.43939,38.07817,日本,新潟县,佐渡市,,Ryotsuminato
130.87161,32.8804,日本,熊本縣,Ozu,,
139.51667,36.2,日本,群馬縣,明和,,
139.8,36.3,日本,栃木縣,小山市,,
138.99759,35.35693,日本,静冈县/靜岡縣,小山町,,
138.21719,34.60359,日本,静岡县,御前崎市,,
136.2,34.06667,日本,三重县,尾鷲市,,
138.65466,37.01169,日本,新潟县,津南町,,大割野
135.93333,34.46667,日本,奈良县,宇陀市,,
138.97396,35.61851,日本,山梨县,大月市,,
135.86667,35,日本,滋贺县,大津市,,
138.77431,36.08491,日本,群马县,上野村,,Otomo
137.55,35.8,日本,长野县,王瀧村,,松原
132.22063,34.20754,日本,山口县,Waki,,
139.36667,36.3,日本,群马县,太田市,,Hachimancho
133.66236,33.75331,日本,高知县,大丰町,,杉
139.98333,37.66667,日本,福岛县,北鹽原村,,
136.77249,36.98711,日本,石川縣,Shika,,
135.50107,34.69379,日本,大阪府,大阪市,,
138.85,35.51667,日本,山梨县,西桂町,,Kurami
133.2,34.41667,日本,広島县,尾道市,,
131.18361,34.00139,日本,山口县,山陽小野田市,,
136.48727,35.98106,日本,Fukui Prefecture,大野市,,Meirincho
134.93333,34.85,日本,兵库县/兵庫縣,小野市,,Kamihonmachi
132.26667,34.28333,日本,广岛县,廿日市市,,Hayashigahara 1-chome
127.85098,26.49543,日本,冲绳县 / 沖繩縣,恩纳村,,Onna
130.45,33.03333,日本,福冈县,大牟田市,,
129.95389,32.92139,日本,长崎县,大村市,,杭出津三丁目
139.73333,35.56667,日本,東京都,东京,Ōta,
139.86667,36.73333,日本,栃木縣,Shioya,,
138.05,36.45,日本,长野县,麻績村,,
139.24306,35.78389,日本,東京都,青梅市,,
139.27534,36.43181,日本,群馬縣,綠市,,
137.86667,36.5,日本,長野县,大町市,,
130.11966,33.21882,日本,佐贺县,大町町,,大字大町
131.83333,34.41667,日本,岛根县,吉賀町,,平野
130.62439,32.06779,日本,鹿儿岛县,伊佐市,,
135.34087,34.4045,日本,大阪府,熊取町,,Okubonaka 3-chome
139.55722,36,日本,埼玉县,桶川市,,泉一丁目
137.16667,34.95,日本,愛知县,岡崎市,,
133.93333,34.65,日本,岡山縣,岡山市,,
138.0451,36.05659,日本,长野县,岡谷市,,天竜町一丁目
130.37527,33.20566,日本,福冈县,大川市,,Enokizu
136.55,34.5,日本,三重县,多氣町,,相可台
138.8,37.3,日本,新潟县,小千谷市,,
131.6,33.23333,日本,大分县,大分市,,大道町二丁目
139.31625,35.31558,日本,神奈川縣,大磯町,,大磯
139.51998,35.85091,日本,埼玉县,富士見野市,,
139.74809,38.06153,日本,山形县,小國町,,Midoricho 1-chome
139.29,35.95889,日本,埼玉县,越生町,,Ogose
131.4,34.1,日本,山口县,山口市,,
128.11731,26.70119,日本,冲绳县 / 沖繩縣,大宜味村,,Ogimi
139.62372,35.69822,日本,,杉並區,,Ogikubo 3
139.26612,36.05342,日本,埼玉县,Ogawa,,
136.96667,34.96667,日本,愛知县,Higashiura,,
139.00301,36.02191,日本,埼玉县,Ogano,,
136.61667,35.35,日本,岐阜县,大垣市,,
139.98798,37.55811,日本,福岛县,磐梯町,,
139.15972,35.25556,日本,神奈川縣,小田原市,,栄町二丁目
132.50846,35.19025,日本,岛根县,大田市,,
133.25,33.53333,日本,高知县,Ochi,,
138.31404,36.69595,日本,長野县,Obuse,,
136.94947,35.01756,日本,愛知县,大府市,,
129.88333,32.81667,日本,长崎县,Nagayo,,
138.91667,36.23333,日本,群馬縣,Kanra,,
132.58333,35.08333,日本,岛根县,美鄉町,,新堀
135.74604,35.49576,日本,Fukui Prefecture,小濱市,,大手町
137.50059,36.93744,日本,富山县,Nyuzen,,
138.86667,35.1,日本,静岡县,沼津市,,
139.05,36.63333,日本,群馬縣,沼田市,,
134.88162,34.7175,日本,兵库县,加古川市,,
139.64676,37.58725,日本,福岛县,Nishiaizu,,
136.61667,36.53333,日本,石川縣,金澤市,,
137.63535,35.67257,日本,长野县,大桑村,,
130.72263,33.74051,日本,福冈县,直方市,,
139.86793,35.94897,日本,千叶县,野田市,,
130.43411,32.59647,日本,熊本县,上天草市,,大矢野町登立
131.66667,32.58333,日本,宫崎县,延冈市,,Kitamachi 2-chome
133.88333,35.16667,日本,冈山县,鏡野町,,Hako
134.97407,34.98419,日本,兵库县,西脇市,,
134.76835,34.95556,日本,兵库县,Fukusaki,,
137.05,34.86667,日本,愛知县,西尾市,,
131,30.73333,日本,鹿儿岛县,西之表市,,Higashimachi
135.33199,34.71562,日本,兵库县,西宮市,,
138.77523,34.77528,日本,静冈县/靜岡縣,西伊豆町,,Nishina
127.74352,26.25353,日本,冲绳县 / 沖繩縣,浦添市,,Nishihara 2-chome
139.77882,35.78469,日本,東京都,东京,Adachi,
138.45,35.7,日本,山梨县,韮崎市,,大草町若尾
139.25581,35.3015,日本,神奈川县,Ninomiya,,
139.61667,36.75,日本,栃木縣,日光市,,
139.1224,37.80024,日本,新潟县,新潟市,Akiha Ward,新津本町二丁目
133.46667,34.98333,日本,冈山县,新見市,,Niimi
133.30522,33.96047,日本,爱媛县,新居滨市,,郷二丁目
139.04125,37.92259,日本,新潟县,新潟市,Chuo Ward,南浜通一番町
139.77872,35.67923,日本,,中央區,Nihonbashi kayaba cho,Nihonbashi kayaba cho 2
131.36667,31.6,日本,宮崎縣,日南市,,
